Title,Price_EUR_per_month,Neighbourhood,Person,Number_of_rooms,Square_meters,Exterior_interior,Floor,Lift,Garage,Basic_characteristics
Alquiler de Piso en El Gòtic,2350.0,"Ciutat Vella, Barcelona",Profesional,2.0,70.0,,2.0,,,"70 m² construidos
2 habitaciones
1 baño
Segunda mano/para reformar"
Alquiler de Piso en calle de Sant Pere Més Baix s/n,4000.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,50.0,,,0.0,,"50 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Orientación sur
Construido en 1990
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Piso en rambla La, 123",2108.0,"El Raval, Barcelona",Profesional,1.0,50.0,,,0.0,,"50 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Estudio en calle d'En Giralt el Pellicer,1100.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,,25.0,,,0.0,,"25 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Piso en calle de Sant Pere Més Baix s/n,4000.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,50.0,,,0.0,,"50 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Orientación sur
Construido en 1990
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Estudio en calle dels Cotoners s/n,1100.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,,32.0,,,0.0,,"32 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Orientación sur
Construido en 1990
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Estudio en calle de Guàrdia, 8",1700.0,"El Raval, Barcelona",Profesional,,25.0,,,0.0,,"25 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Orientación sur
Construido en 1990
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en El Raval,2500.0,"Ciutat Vella, Barcelona",Profesional,1.0,65.0,exterior,4.0,1.0,,"65 m² construidos
1 habitación
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción central: Gas"
Alquiler de Piso en El Gòtic,4400.0,"Ciutat Vella, Barcelona",Profesional,2.0,198.0,,,1.0,,"198 m² construidos
2 habitaciones
3 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Construido en 1910
Amueblado y cocina equipada"
Alquiler de Piso en El Raval,1400.0,"Ciutat Vella, Barcelona",Profesional,1.0,41.0,exterior,2.0,1.0,,"41 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Construido en 2022
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en El Gòtic,2850.0,"Ciutat Vella, Barcelona",Profesional,2.0,85.0,,,1.0,,"85 m² construidos
2 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
Alquiler de Piso en El Raval,1250.0,"Ciutat Vella, Barcelona",Profesional,1.0,44.0,exterior,2.0,1.0,,"44 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de les Carretes,1800.0,"El Raval, Barcelona",Profesional,2.0,65.0,exterior,3.0,1.0,,"65 m² construidos, 62 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Construido en 1894
Cocina equipada y casa sin amueblar
Calefacción central"
Alquiler de Piso en calle d'en Copons,3900.0,"El Gòtic, Barcelona",Profesional,3.0,150.0,exterior,1.0,1.0,Garage included,"150 m² construidos
3 habitaciones
2 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Construido en 2022
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle del Doctor Aiguader,2700.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,72.0,exterior,2.0,1.0,,"72 m² construidos
2 habitaciones
2 baños
Segunda mano/buen estado
Amueblado y cocina equipada
No dispone de calefacción"
Alquiler de Piso en calle de Sant Miquel,1300.0,"La Barceloneta, Barcelona",Profesional,1.0,35.0,exterior,3.0,1.0,,"35 m² construidos
1 habitación
1 baño
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en plaza del Mar,2950.0,"La Barceloneta, Barcelona",Profesional,2.0,60.0,exterior,3.0,1.0,,"60 m² construidos
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en calle de Sant Miquel,1300.0,"La Barceloneta, Barcelona",Profesional,1.0,35.0,exterior,3.0,1.0,,"35 m² construidos
1 habitación
1 baño
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de Grau i Torras,1600.0,"La Barceloneta, Barcelona",Profesional,1.0,40.0,exterior,Bajo,1.0,,"40 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
No dispone de calefacción"
Alquiler de Piso en via Laietana,3100.0,"El Gòtic, Barcelona",Profesional,4.0,223.0,exterior,2.0,1.0,,"223 m² construidos
4 habitaciones
3 baños
Terraza y balcón
Segunda mano/buen estado
Orientación norte
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle de Trafalgar,4500.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,4.0,210.0,exterior,5.0,1.0,,"210 m² construidos
4 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle dels Cecs de Sant Cugat,2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,70.0,exterior,2.0,0.0,,"70 m² construidos
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle de Sant Pere Més Baix,2500.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,75.0,exterior,5.0,1.0,,"75 m² construidos
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle dels Banys Nous,1600.0,"El Gòtic, Barcelona",Profesional,1.0,60.0,exterior,1.0,0.0,,"60 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de Guifré,1300.0,"El Raval, Barcelona",Profesional,1.0,47.0,exterior,2.0,0.0,,"47 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
No dispone de calefacción"
Alquiler de Piso en calle de Sant Miquel,1300.0,"La Barceloneta, Barcelona",Profesional,1.0,35.0,exterior,3.0,1.0,,"35 m² construidos
1 habitación
1 baño
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de la Mestrança,1800.0,"La Barceloneta, Barcelona",Profesional,1.0,33.0,exterior,4.0,1.0,,"33 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en calle de les Floristes de la Rambla,1850.0,"El Raval, Barcelona",Profesional,2.0,70.0,exterior,2.0,1.0,,"70 m² construidos
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Construido en 1880
Calefacción central"
Alquiler de Piso en plaza Comercial,3000.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,115.0,exterior,4.0,1.0,,"115 m² construidos
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en Passatge dels Escudellers,2440.0,"El Gòtic, Barcelona",Profesional,2.0,120.0,exterior,4.0,1.0,,"120 m² construidos
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en via Laietana,3100.0,"El Gòtic, Barcelona",Profesional,4.0,223.0,exterior,2.0,1.0,,"223 m² construidos
4 habitaciones
3 baños
Terraza y balcón
Segunda mano/buen estado
Orientación norte
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
"Alquiler de Piso en calle de Sant Pere Més Baix, 65",2150.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,80.0,exterior,5.0,1.0,,"80 m² construidos, 75 m² útiles
2 habitaciones
2 baños
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Joaquín Costa,1900.0,"El Raval, Barcelona",Profesional,4.0,85.0,exterior,1.0,0.0,,"85 m² construidos
4 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Trastero
Construido en 1930
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle de la princesa,1450.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,62.0,exterior,4.0,1.0,,"62 m² construidos
2 habitaciones
1 baño
Segunda mano/buen estado
Orientación este
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Dúplex en plaza de Sant Just,17050.0,"El Gòtic, Barcelona",Profesional,2.0,293.0,exterior,,1.0,,"293 m² construidos, 219 m² útiles
2 habitaciones
3 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur, oeste
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Dúplex en plaza de Sant Just,10010.0,"El Gòtic, Barcelona",Profesional,2.0,170.0,exterior,,1.0,,"170 m² construidos
2 habitaciones
3 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación norte, sur, este, oeste
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Dúplex en plaza de Sant Just,12100.0,"El Gòtic, Barcelona",Profesional,3.0,205.0,exterior,,1.0,,"205 m² construidos
3 habitaciones
3 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación norte, sur, este, oeste
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Dúplex en plaza de Sant Just,10340.0,"El Gòtic, Barcelona",Profesional,2.0,175.0,exterior,,1.0,,"175 m² construidos
2 habitaciones
3 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur, oeste
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en plaza de Sant Just,9350.0,"El Gòtic, Barcelona",Profesional,1.0,157.0,exterior,,1.0,,"157 m² construidos
1 habitación
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación norte, sur, este, oeste
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Dúplex en plaza de Sant Just,18260.0,"El Gòtic, Barcelona",Profesional,2.0,312.0,exterior,,1.0,,"312 m² construidos
2 habitaciones
3 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación norte, sur, este, oeste
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Gravina,3500.0,"El Raval, Barcelona",Profesional,3.0,115.0,exterior,1.0,1.0,,"115 m² construidos, 107 m² útiles
3 habitaciones
3 baños
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1890
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de la Princesa,1700.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,55.0,exterior,2.0,1.0,,"55 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
Alquiler de Ático en calle de la Princesa,3850.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,150.0,exterior,3.0,1.0,,"150 m² construidos
2 habitaciones
3 baños
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en paseo de Lluís Companys,3500.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,4.0,110.0,,,0.0,,"110 m² construidos
4 habitaciones
1 baño
Segunda mano/buen estado
Orientación sur
Construido en 1990
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle de Gravina,2990.0,"El Raval, Barcelona",Profesional,2.0,89.0,exterior,2.0,1.0,,"89 m² construidos, 80 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1890
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de Gravina,3250.0,"El Raval, Barcelona",Profesional,2.0,87.0,exterior,1.0,1.0,,"87 m² construidos, 85 m² útiles
2 habitaciones
2 baños
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1890
Cocina equipada y casa sin amueblar
Calefacción individual: Gas natural"
Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,1690.0,"Ciutat Vella, Barcelona",Profesional,1.0,45.0,exterior,2.0,0.0,,"45 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Cocina sin equipar y casa sin amueblar
Calefacción central"
"Alquiler de Piso en calle de la Princesa, 19",1600.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Particular,1.0,55.0,interior,2.0,1.0,,"55 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
Alquiler de Piso en calle d'Andrea Dòria,1095.0,"La Barceloneta, Barcelona",Profesional,1.0,37.0,exterior,3.0,,,"37 m² construidos, 33 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Orientación este
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle del Doctor Giné i Partagàs,1300.0,"La Barceloneta, Barcelona",Profesional,1.0,30.0,exterior,2.0,,,"30 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Orientación este
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en rambla de santa mònica,1650.0,"El Gòtic, Barcelona",Profesional,2.0,60.0,exterior,Entreplanta,1.0,,"60 m² construidos, 50 m² útiles
2 habitaciones
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Construido en 2000
Amueblado y cocina equipada"
Alquiler de Piso en plaza de la Vila de Madrid,1900.0,"El Gòtic, Barcelona",Profesional,3.0,90.0,exterior,2.0,1.0,,"90 m² construidos, 82 m² útiles
3 habitaciones
1 baño
Segunda mano/buen estado
Armarios empotrados
Construido en 1964
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de Sant Gil,1095.0,"El Raval, Barcelona",Profesional,1.0,52.0,,Entreplanta,,,"52 m² construidos, 44 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Orientación norte
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en paseo Isabel II,5300.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,140.0,exterior,3.0,1.0,,"140 m² construidos, 125 m² útiles
3 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1840
Amueblado y cocina equipada
Calefacción central: Gas"
Alquiler de Piso en La Barceloneta,1285.0,"Ciutat Vella, Barcelona",Profesional,1.0,32.0,exterior,Bajo,0.0,,"32 m² construidos, 31 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Orientación sur, este
Construido en 1936
Amueblado y cocina equipada
No dispone de calefacción"
Alquiler de Ático en calle de la Princesa,3100.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,62.0,exterior,,1.0,,"62 m² construidos, 45 m² útiles
2 habitaciones
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación norte, sur, este, oeste
Construido en 2024
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Dúplex en calle dels Boters,1590.0,"El Gòtic, Barcelona",Profesional,1.0,43.0,exterior,3.0,0.0,,"43 m² construidos, 38 m² útiles
1 habitación
2 baños
Terraza
Segunda mano/buen estado
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en paseo Isabel II,5300.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,140.0,exterior,3.0,1.0,,"140 m² construidos, 125 m² útiles
3 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1840
Amueblado y cocina equipada
Calefacción central: Gas"
Alquiler de Piso en El Raval,1250.0,"Ciutat Vella, Barcelona",Profesional,1.0,42.0,exterior,2.0,1.0,,"42 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Calefacción individual"
Alquiler de Piso en El Raval,1400.0,"Ciutat Vella, Barcelona",Profesional,2.0,55.0,exterior,5.0,1.0,,"55 m² construidos
2 habitaciones
1 baño
Segunda mano/buen estado
Construido en 2020
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle de Joaquín Costa,1495.0,"El Raval, Barcelona",Profesional,2.0,56.0,,2.0,,,"56 m² construidos, 50 m² útiles
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Valldonzella,1995.0,"El Raval, Barcelona",Profesional,2.0,73.0,interior,3.0,1.0,,"73 m² construidos, 57 m² útiles
2 habitaciones
1 baño
Terraza y balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle Nou de Sant Francesc,1100.0,"El Gòtic, Barcelona",Profesional,1.0,48.0,,,1.0,,"48 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Piso en El Raval,1500.0,"Ciutat Vella, Barcelona",Profesional,1.0,41.0,exterior,2.0,1.0,,"41 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Construido en 2022
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en El Gòtic,1800.0,"Ciutat Vella, Barcelona",Profesional,3.0,85.0,exterior,,1.0,,"85 m² construidos
3 habitaciones
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción central"
"Alquiler de Estudio en Tapineria, 3",1575.0,"El Gòtic, Barcelona",Profesional,,40.0,exterior,4.0,0.0,,"40 m² construidos, 30 m² útiles
Sin habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación oeste
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en calle d'En Bot,1300.0,"El Gòtic, Barcelona",Profesional,2.0,59.0,exterior,2.0,1.0,,"59 m² construidos, 53 m² útiles
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación este
Construido en 1998
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
"Alquiler de Chalet adosado en calle de la Ribera, 10",2425.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,70.0,,,,,"Chalet adosado
2 plantas
70 m² construidos
1 habitación
2 baños
Segunda mano/buen estado
Armarios empotrados
Cocina equipada y casa sin amueblar
No dispone de calefacción"
"Alquiler de Ático en De la ribera, 10",2725.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,100.0,exterior,5.0,1.0,,"100 m² construidos, 60 m² útiles
1 habitación
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación este, oeste
Construido en 1895
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en El Gòtic,1800.0,"Ciutat Vella, Barcelona",Profesional,3.0,85.0,exterior,,1.0,,"85 m² construidos
3 habitaciones
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en El Raval,1250.0,"Ciutat Vella, Barcelona",Profesional,1.0,44.0,exterior,,0.0,,"44 m² construidos, 38 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Construido en 1850
Cocina sin equipar y casa sin amueblar
Calefacción individual"
"Alquiler de Piso en ribera, 10",2210.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,65.0,exterior,1.0,1.0,,"65 m² construidos, 60 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación oeste
Construido en 1895
Amueblado y cocina equipada
Calefacción central"
"Alquiler de Piso en calle ribera, 10",3200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,70.0,exterior,2.0,1.0,,"70 m² construidos
1 habitación
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en calle de Salomó ben Adret,2180.0,"El Gòtic, Barcelona",Agente,3.0,93.0,exterior,2.0,1.0,,"93 m² construidos, 82 m² útiles
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Orientación norte, sur, este
Construido en 1925
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en El Gòtic,1800.0,"Ciutat Vella, Barcelona",Profesional,3.0,85.0,exterior,,1.0,,"85 m² construidos
3 habitaciones
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en calle del Doctor Aiguader,2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,80.0,exterior,,1.0,,"80 m² construidos, 72 m² útiles
2 habitaciones
2 baños
Segunda mano/buen estado
Armarios empotrados
Orientación norte, sur, este, oeste
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
"Alquiler de Piso en ribera, 10",2425.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,65.0,exterior,2.0,1.0,,"65 m² construidos, 60 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación este
Construido en 1895
Amueblado y cocina equipada
Calefacción central"
"Alquiler de Estudio en Tapineria, 3",1800.0,"El Gòtic, Barcelona",Profesional,,32.0,exterior,3.0,0.0,,"32 m² construidos, 30 m² útiles
Sin habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción central"
"Alquiler de Piso en Ribera, 10",2425.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,65.0,exterior,Entreplanta,1.0,,"65 m² construidos, 60 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación oeste
Construido en 1895
Amueblado y cocina equipada
Calefacción central"
Alquiler de Estudio en calle del Regomir,1200.0,"El Gòtic, Barcelona",Profesional,,54.0,exterior,1.0,1.0,,"54 m² construidos, 45 m² útiles
Sin habitación
1 baño
Balcón
Segunda mano/buen estado
Orientación sur
Amueblado y cocina equipada
Calefacción individual"
"Alquiler de Ático en calle del Comerç, 27",3000.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,80.0,exterior,3.0,1.0,,"80 m² construidos, 50 m² útiles
1 habitación
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación oeste
Construido en 1895
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en calle de Trafalgar,1650.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,45.0,exterior,,1.0,,"45 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Orientación este
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Ático en calle dels Boters,2200.0,"El Gòtic, Barcelona",Profesional,2.0,140.0,exterior,1.0,1.0,,"140 m² construidos, 80 m² útiles
2 habitaciones
1 baño
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Construido en 1871
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Estudio en calle Ample, 1",1500.0,"El Gòtic, Barcelona",Profesional,,25.0,,,0.0,,"25 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Orientación sur
Construido en 1990
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle de les Jonqueres,3790.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,84.0,exterior,4.0,1.0,,"84 m² construidos
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
"Alquiler de Estudio en calle dels Tallers, 1",1200.0,"El Raval, Barcelona",Profesional,,30.0,,,0.0,,"30 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Orientación sur
Construido en 1990
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Estudio en calle de Sant Pere Més Baix, 1",2350.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,,30.0,,,0.0,,"30 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Orientación sur
Construido en 1990
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Estudio en calle de Sant Pere Més Baix, 1",2350.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,,30.0,,,0.0,,"30 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Orientación sur
Construido en 1990
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Estudio en calle de la Junta de Comerç s/n,1000.0,"El Raval, Barcelona",Profesional,,40.0,,,1.0,,"40 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Orientación sur
Construido en 1990
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Estudio en calle de la Dagueria s/n,2500.0,"El Gòtic, Barcelona",Profesional,,20.0,,,0.0,,"20 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Orientación sur
Construido en 1990
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Ático en via Laietana,2900.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,92.0,exterior,5.0,1.0,,"92 m² construidos, 78 m² útiles
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1934
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle de les Jonqueres,5920.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,144.0,exterior,1.0,1.0,,"144 m² construidos
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle de les Jonqueres,2885.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,54.0,exterior,4.0,1.0,,"54 m² construidos
2 habitaciones
2 baños
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
"Alquiler de Estudio en calle Ample, 1",1500.0,"El Gòtic, Barcelona",Profesional,,25.0,,,0.0,,"25 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Orientación sur
Construido en 1990
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Estudio en calle de Guàrdia, 5",1700.0,"El Raval, Barcelona",Profesional,,25.0,,,0.0,,"25 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Orientación sur
Construido en 1990
Amueblado y cocina equipada
Calefacción individual: Gas natural"
