Title,Price_EUR_per_month,Neighbourhood,Person,Number_of_rooms,Square_meters,Exterior_interior,Floor,Lift,Garage,Basic_characteristics
Alquiler de Piso en Sant Antoni,2000.0,"Eixample, Barcelona",Profesional,4.0,100.0,exterior,2.0,1.0,,"100 m² construidos
4 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Construido en 1950
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Piso en rambla de Catalunya, 35",2249.0,"La Dreta de l'Eixample, Barcelona",Particular,1.0,60.0,exterior,Entreplanta,1.0,,"60 m² construidos, 55 m² útiles
1 habitación
2 baños
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en calle del Rosselló, 503",2500.0,"La Sagrada Família, Barcelona",Particular,2.0,67.0,interior,Entreplanta,1.0,Garage included,"67 m² construidos
2 habitaciones
2 baños
Balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Cocina sin equipar y casa sin amueblar"
"Alquiler de Estudio en calle de Mallorca, 315",1900.0,"La Dreta de l'Eixample, Barcelona",Particular,,50.0,exterior,Entreplanta,1.0,,"50 m² construidos, 44 m² útiles
Sin habitación
1 baño
Segunda mano/buen estado
Orientación sur, este
Amueblado y cocina equipada"
"Alquiler de Estudio en calle del Parlament, 47",1250.0,"Sant Antoni, Barcelona",Particular,,42.0,interior,Bajo,0.0,,"42 m² construidos
Sin habitación
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Ático en La Dreta de l'Eixample,2500.0,"Eixample, Barcelona",Profesional,1.0,100.0,exterior,5.0,1.0,,"100 m² construidos, 50 m² útiles
1 habitación
1 baño
Terraza
Segunda mano/buen estado
Construido en 1926
Cocina equipada y casa sin amueblar
Calefacción individual"
Alquiler de Estudio en ronda de Sant Pere,1900.0,"La Dreta de l'Eixample, Barcelona",Profesional,,30.0,exterior,2.0,1.0,,"30 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en La Dreta de l'Eixample,2750.0,"Eixample, Barcelona",Profesional,2.0,114.0,exterior,2.0,1.0,,"114 m² construidos, 105 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1900
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en Gran Via de les Corts Catalanes,2750.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,100.0,exterior,6.0,1.0,Garage included,"100 m² construidos, 96 m² útiles
2 habitaciones
1 baño
Balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Estudio en calle del Parlament, 47",1250.0,"Sant Antoni, Barcelona",Particular,,42.0,interior,Bajo,0.0,,"42 m² construidos
Sin habitación
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Ático en La Dreta de l'Eixample,2500.0,"Eixample, Barcelona",Profesional,1.0,100.0,exterior,5.0,1.0,,"100 m² construidos, 50 m² útiles
1 habitación
1 baño
Terraza
Segunda mano/buen estado
Construido en 1926
Cocina equipada y casa sin amueblar
Calefacción individual"
Alquiler de Piso en El Fort Pienc,2300.0,"Eixample, Barcelona",Profesional,2.0,79.0,exterior,4.0,1.0,,"79 m² construidos, 67 m² útiles
2 habitaciones
1 baño
Segunda mano/buen estado
Armarios empotrados
Construido en 2012
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en La Dreta de l'Eixample,2750.0,"Eixample, Barcelona",Profesional,2.0,114.0,exterior,2.0,1.0,,"114 m² construidos, 105 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1900
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en Gran Via de les Corts Catalanes,2750.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,100.0,exterior,6.0,1.0,Garage included,"100 m² construidos, 96 m² útiles
2 habitaciones
1 baño
Balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en L'Antiga Esquerra de l'Eixample,2500.0,"Eixample, Barcelona",Profesional,3.0,75.0,exterior,2.0,1.0,,"75 m² construidos, 71 m² útiles
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Construido en 1900
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Estudio en ronda de Sant Pere,1900.0,"La Dreta de l'Eixample, Barcelona",Profesional,,30.0,exterior,2.0,1.0,,"30 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en L'Antiga Esquerra de l'Eixample,1700.0,"Eixample, Barcelona",Profesional,3.0,91.0,exterior,3.0,1.0,,"91 m² construidos, 79 m² útiles
3 habitaciones
2 baños
Segunda mano/buen estado
Orientación sur, oeste
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en La Dreta de l'Eixample,4800.0,"Eixample, Barcelona",Profesional,2.0,81.0,interior,1.0,1.0,Garage included,"81 m² construidos, 64 m² útiles
2 habitaciones
2 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación sur, este
Construido en 1969
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en La Dreta de l'Eixample,2500.0,"Eixample, Barcelona",Profesional,2.0,117.0,exterior,5.0,1.0,,"117 m² construidos, 96 m² útiles
2 habitaciones
2 baños
Segunda mano/buen estado
Armarios empotrados
Construido en 2012
Amueblado y cocina equipada
Calefacción individual"
"Alquiler de Ático en calle de Muntaner, 81",2500.0,"L'Antiga Esquerra de l'Eixample, Barcelona",erika,4.0,130.0,interior,6.0,1.0,,"130 m² construidos, 120 m² útiles
4 habitaciones
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación este
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle de París,1700.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,2.0,62.0,exterior,1.0,1.0,,"62 m² construidos, 57 m² útiles
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en La Sagrada Família,2339.0,"Eixample, Barcelona",Profesional,4.0,100.0,exterior,4.0,1.0,,"100 m² construidos, 95 m² útiles
4 habitaciones
2 baños
Segunda mano/buen estado
Construido en 1972
Cocina sin equipar y casa sin amueblar
Calefacción central"
Alquiler de Piso en avenida Diagonal,1060.0,"La Sagrada Família, Barcelona",Profesional,2.0,65.0,exterior,5.0,1.0,,"65 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle d'Aribau,3300.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,4.0,188.0,exterior,8.0,1.0,,"188 m² construidos, 172 m² útiles
4 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Construido en 1966
Cocina sin equipar y casa sin amueblar
Calefacción individual: Gas natural"
Alquiler de Piso en Industria,1400.0,"La Sagrada Família, Barcelona",Profesional,1.0,39.0,exterior,2.0,1.0,,"39 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Construido en 1940
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en La Sagrada Família,1950.0,"Eixample, Barcelona",Profesional,2.0,140.0,exterior,Entreplanta,1.0,,"140 m² construidos, 130 m² útiles
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción central"
Alquiler de Ático en calle del Comte d'Urgell,1900.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,2.0,107.0,exterior,8.0,1.0,,"107 m² construidos, 100 m² útiles
2 habitaciones
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación este
Construido en 1964
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Ático en La Dreta de l'Eixample,5400.0,"Eixample, Barcelona",Profesional,1.0,57.0,interior,3.0,1.0,Garage included,"57 m² construidos, 40 m² útiles
1 habitación
1 baño
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación sur, este
Construido en 1969
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en Diputacio,880.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,1.0,40.0,exterior,6.0,0.0,,"40 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Calefacción individual"
Alquiler de Ático en L'Antiga Esquerra de l'Eixample,3200.0,"Eixample, Barcelona",Profesional,3.0,85.0,exterior,5.0,1.0,,"85 m² construidos, 70 m² útiles
3 habitaciones
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Construido en 1900
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Estudio en calle d'Ausiàs Marc,1290.0,"La Dreta de l'Eixample, Barcelona",Profesional,,25.0,exterior,1.0,1.0,,"25 m² construidos, 20 m² útiles
Sin habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
Alquiler de Ático en calle de los Castillejos,2500.0,"El Fort Pienc, Barcelona",Profesional,2.0,75.0,exterior,4.0,1.0,,"75 m² construidos, 70 m² útiles
2 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Orientación este, oeste
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle del Rosselló,2650.0,"La Sagrada Família, Barcelona",Profesional,1.0,55.0,exterior,2.0,1.0,,"55 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Còrsega,2550.0,"La Nova Esquerra de l'Eixample, Barcelona",Profesional,3.0,85.0,exterior,7.0,1.0,,"85 m² construidos, 80 m² útiles
3 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Calefacción individual: Gas natural"
Alquiler de Piso en La Dreta de l'Eixample,2600.0,"Eixample, Barcelona",Profesional,2.0,95.0,exterior,1.0,1.0,,"95 m² construidos, 84 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1900
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en La Dreta de l'Eixample,2300.0,"Eixample, Barcelona",Profesional,2.0,61.0,interior,Entreplanta,1.0,,"61 m² construidos, 54 m² útiles
2 habitaciones
2 baños
Segunda mano/buen estado
Armarios empotrados
Construido en 1963
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en L'Antiga Esquerra de l'Eixample,2700.0,"Eixample, Barcelona",Profesional,2.0,70.0,exterior,4.0,1.0,,"70 m² construidos, 65 m² útiles
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Construido en 1900
Calefacción individual"
Alquiler de Piso en La Dreta de l'Eixample,2599.0,"Eixample, Barcelona",Profesional,1.0,63.0,exterior,6.0,1.0,,"63 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Orientación norte, este
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en La Dreta de l'Eixample,3625.0,"Eixample, Barcelona",Profesional,2.0,129.0,exterior,2.0,1.0,Garage included,"129 m² construidos, 120 m² útiles
2 habitaciones
2 baños
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación este
Construido en 2002
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en L'Antiga Esquerra de l'Eixample,2700.0,"Eixample, Barcelona",Profesional,2.0,70.0,exterior,4.0,1.0,,"70 m² construidos, 65 m² útiles
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Construido en 1900
Calefacción individual"
Alquiler de Piso en La Dreta de l'Eixample,2599.0,"Eixample, Barcelona",Profesional,1.0,63.0,exterior,6.0,1.0,,"63 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Orientación norte, este
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en rambla catalunya,2000.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,70.0,exterior,4.0,1.0,,"70 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en La Dreta de l'Eixample,2600.0,"Eixample, Barcelona",Profesional,2.0,95.0,exterior,1.0,1.0,,"95 m² construidos, 84 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1900
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle del Consell de Cent,3200.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,120.0,interior,6.0,1.0,,"120 m² construidos, 110 m² útiles
3 habitaciones
2 baños
Segunda mano/buen estado
Armarios empotrados
Construido en 1940
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en Gran Via de les Corts Catalanes,2500.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,2.0,75.0,exterior,3.0,1.0,,"75 m² construidos
2 habitaciones
1 baño
Segunda mano/buen estado"
Alquiler de Piso en La Dreta de l'Eixample,3700.0,"Eixample, Barcelona",Profesional,3.0,130.0,exterior,,0.0,,"130 m² construidos, 100 m² útiles
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado"
Alquiler de Piso en calle de la Marina,2500.0,"La Sagrada Família, Barcelona",Profesional,3.0,96.0,interior,1.0,1.0,,"96 m² construidos, 85 m² útiles
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación oeste
Construido en 1967
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Ático en Diputacio,2500.0,"El Fort Pienc, Barcelona",Profesional,2.0,77.0,exterior,7.0,1.0,,"77 m² construidos, 72 m² útiles
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1959
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en avenida de Gaudí,2000.0,"La Sagrada Família, Barcelona",Profesional,3.0,75.0,exterior,4.0,1.0,,"75 m² construidos
3 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en muntaner,2700.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,3.0,80.0,exterior,3.0,1.0,,"80 m² construidos, 71 m² útiles
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación norte, este
Construido en 1900
Amueblado y cocina equipada"
Alquiler de Piso en paseo de Sant Joan,4000.0,"El Fort Pienc, Barcelona",Profesional,1.0,60.0,exterior,3.0,1.0,,"60 m² construidos
1 habitación
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en Aragon,1700.0,"La Dreta de l'Eixample, Barcelona",Profesional,1.0,51.0,exterior,4.0,1.0,,"51 m² construidos, 43 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Construido en 1890
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en La Sagrada Família,1300.0,"Eixample, Barcelona",Profesional,1.0,35.0,exterior,4.0,1.0,,"35 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en calle de València, 543",1500.0,"La Sagrada Família, Barcelona",Particular,2.0,60.0,exterior,3.0,1.0,,"60 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación este
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Estudio en calle del Consejo de Ciento,760.0,"La Dreta de l'Eixample, Barcelona",Profesional,,20.0,interior,5.0,1.0,,"20 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Orientación norte, este
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle de Manso,1450.0,"Sant Antoni, Barcelona",Profesional,1.0,40.0,interior,2.0,1.0,,"40 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Casa o chalet independiente en calle d'Aragó,2000.0,"La Nova Esquerra de l'Eixample, Barcelona",Profesional,1.0,38.0,,,,,"Casa o chalet independiente
38 m² construidos, 25 m² útiles
1 habitación
1 baño
Terraza y balcón
Segunda mano/buen estado"
Alquiler de Piso en Gran Via de les Corts Catalanes,2350.0,"La Dreta de l'Eixample, Barcelona",Profesional,5.0,200.0,,1.0,1.0,,"200 m² construidos, 180 m² útiles
5 habitaciones
3 baños
Segunda mano/buen estado
Orientación norte
Construido en 1900"
"Alquiler de Piso en calle de València, 476",1950.0,"La Sagrada Família, Barcelona",Particular,3.0,80.0,exterior,3.0,1.0,,"80 m² construidos
3 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en paseo de Gràcia,4200.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,136.0,exterior,2.0,1.0,Garage included,"136 m² construidos, 118 m² útiles
2 habitaciones
3 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Cocina equipada y casa sin amueblar
Calefacción individual: Gas natural"
Alquiler de Piso en calle d'Entença,1750.0,"La Nova Esquerra de l'Eixample, Barcelona",Profesional,1.0,55.0,exterior,1.0,0.0,,"55 m² construidos, 25 m² útiles
1 habitación
2 baños
Terraza y balcón
Segunda mano/buen estado"
Alquiler de Piso en La Dreta de l'Eixample,3600.0,"Eixample, Barcelona",Profesional,2.0,59.0,exterior,1.0,1.0,Garage included,"59 m² construidos, 53 m² útiles
2 habitaciones
2 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación sur, oeste
Construido en 2018
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en calle del Bruc, 67",1700.0,"La Dreta de l'Eixample, Barcelona",Particular,2.0,75.0,exterior,2.0,0.0,,"75 m² construidos, 70 m² útiles
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
Alquiler de Piso en La Dreta de l'Eixample,3300.0,"Eixample, Barcelona",Profesional,2.0,75.0,exterior,1.0,1.0,,"75 m² construidos
2 habitaciones
1 baño
Terraza
Segunda mano/buen estado
Orientación este
Calefacción central"
Alquiler de Piso en La Dreta de l'Eixample,5900.0,"Eixample, Barcelona",Profesional,3.0,250.0,exterior,3.0,1.0,,"250 m² construidos
3 habitaciones
3 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación norte, sur, este, oeste
Construido en 1900
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en L'Antiga Esquerra de l'Eixample,2600.0,"Eixample, Barcelona",Profesional,2.0,72.0,exterior,4.0,1.0,,"72 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación este
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en La Sagrada Família,2200.0,"Eixample, Barcelona",Particular,3.0,75.0,exterior,2.0,1.0,Garage included,"75 m² construidos, 71 m² útiles
3 habitaciones
2 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación norte
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle del Consell de Cent,3800.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,120.0,exterior,,0.0,,"120 m² construidos, 90 m² útiles
3 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado"
Alquiler de Piso en La Nova Esquerra de l'Eixample,1795.0,"Eixample, Barcelona",Particular,2.0,65.0,exterior,1.0,1.0,,"65 m² construidos, 60 m² útiles
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación oeste
Amueblado y cocina equipada"
"Alquiler de Piso en calle del Bruc, 67",1700.0,"La Dreta de l'Eixample, Barcelona",Particular,2.0,80.0,interior,3.0,0.0,,"80 m² construidos, 72 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
Alquiler de Piso en calle del Consell de Cent,3800.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,120.0,exterior,,0.0,,"120 m² construidos, 90 m² útiles
3 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado"
"Alquiler de Piso en calle d'Alí Bei, 122",980.0,"El Fort Pienc, Barcelona",Particular,1.0,55.0,exterior,1.0,0.0,,"55 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Orientación este
Amueblado y cocina equipada
Calefacción individual"
"Alquiler de Piso en avenida de Mistral, 63",1200.0,"Sant Antoni, Barcelona",Particular,2.0,86.0,exterior,5.0,1.0,,"86 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Ático en La Dreta de l'Eixample,3000.0,"Eixample, Barcelona",Profesional,2.0,175.0,exterior,6.0,1.0,,"175 m² construidos, 130 m² útiles
2 habitaciones
1 baño
Terraza y balcón
Segunda mano/buen estado
Trastero
Orientación sur
Construido en 1900
Amueblado y cocina equipada
Calefacción central"
"Alquiler de Piso en calle de Casanova, 161",2499.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Particular,2.0,78.0,interior,2.0,1.0,,"78 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción central"
"Alquiler de Estudio en rambla de Catalunya, 37",2000.0,"La Dreta de l'Eixample, Barcelona",Particular,,45.0,exterior,3.0,1.0,Garage optional,"45 m² construidos
Sin habitación
1 baño
Terraza y balcón
Plaza de garaje por 200 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
"Alquiler de Dúplex en rambla de Catalunya, 37",1800.0,"La Dreta de l'Eixample, Barcelona",Particular,,40.0,exterior,2.0,1.0,,"40 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
Alquiler de Piso en calle del Consell de Cent,1500.0,"La Nova Esquerra de l'Eixample, Barcelona",Profesional,3.0,96.0,interior,3.0,1.0,,"96 m² construidos, 90 m² útiles
3 habitaciones
1 baño
Terraza
Segunda mano/buen estado
Construido en 1976
Amueblado y cocina equipada"
Alquiler de Piso en La Dreta de l'Eixample,5000.0,"Eixample, Barcelona",Profesional,4.0,150.0,exterior,3.0,1.0,,"150 m² construidos, 135 m² útiles
4 habitaciones
3 baños
Balcón
Segunda mano/buen estado
Construido en 1936
Cocina equipada y casa sin amueblar
Calefacción central"
Alquiler de Piso en L'Antiga Esquerra de l'Eixample,5500.0,"Eixample, Barcelona",Profesional,3.0,261.0,exterior,3.0,1.0,,"261 m² construidos, 211 m² útiles
3 habitaciones
3 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Construido en 1900
Cocina equipada y casa sin amueblar
Calefacción individual"
"Alquiler de Ático en calle de Roger de Flor, 220",1200.0,"La Dreta de l'Eixample, Barcelona",Particular,2.0,70.0,exterior,8.0,1.0,,"70 m² construidos
2 habitaciones
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en La Dreta de l'Eixample,3500.0,"Eixample, Barcelona",Profesional,2.0,110.0,exterior,3.0,1.0,,"110 m² construidos, 105 m² útiles
2 habitaciones
2 baños
Segunda mano/buen estado
Armarios empotrados
Orientación norte, este"
"Alquiler de Piso en paseo de Gràcia, 15",4400.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,92.0,exterior,2.0,1.0,,"92 m² construidos, 87 m² útiles
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación norte
Amueblado y cocina equipada
Calefacción central"
"Alquiler de Piso en calle de Rocafort, 139",2450.0,"La Nova Esquerra de l'Eixample, Barcelona",Particular,1.0,68.0,interior,2.0,1.0,,"68 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Orientación este
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en ronda de la Universitat,1209.0,"La Dreta de l'Eixample, Barcelona",Profesional,1.0,65.0,,Entreplanta,,,"65 m² construidos
1 habitación
1 baño
Segunda mano/buen estado"
"Alquiler de Piso en rambla de Catalunya, 37",1800.0,"La Dreta de l'Eixample, Barcelona",Particular,1.0,55.0,exterior,2.0,1.0,,"55 m² construidos
1 habitación
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en rambla de Catalunya,2900.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,152.0,exterior,2.0,1.0,,"152 m² construidos, 143 m² útiles
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Cocina equipada y casa sin amueblar
Calefacción individual: Gas natural"
"Alquiler de Piso en calle de Lepant, 273",2250.0,"La Sagrada Família, Barcelona",Particular,2.0,65.0,exterior,1.0,0.0,Garage optional,"65 m² construidos
2 habitaciones
1 baño
Terraza y balcón
Plaza de garaje por 175 €/mes adicionales
Segunda mano/buen estado
Orientación sur, este, oeste
Calefacción central"
Alquiler de Piso en calle de Rocafort,4000.0,"La Nova Esquerra de l'Eixample, Barcelona",Profesional,4.0,140.0,exterior,3.0,1.0,Garage included,"140 m² construidos, 129 m² útiles
4 habitaciones
2 baños
Balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación este
Construido en 1979
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en La Sagrada Família,1600.0,"Eixample, Barcelona",Profesional,4.0,85.0,,2.0,1.0,,"85 m² construidos, 80 m² útiles
4 habitaciones
2 baños
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación sur
No dispone de calefacción"
Alquiler de Estudio en calle de Viladomat,900.0,"Sant Antoni, Barcelona",Profesional,,42.0,interior,Entreplanta,1.0,,"42 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Orientación norte
Amueblado y cocina equipada"
"Alquiler de Piso en calle de Bailèn, 86",1600.0,"La Dreta de l'Eixample, Barcelona",Particular,1.0,49.0,interior,2.0,0.0,,"49 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Trastero
Orientación oeste"
Alquiler de Piso en El Fort Pienc,1950.0,"Eixample, Barcelona",Particular,2.0,60.0,exterior,1.0,1.0,,"60 m² construidos, 50 m² útiles
2 habitaciones
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Piso en calle del Consell de Cent,3700.0,"La Dreta de l'Eixample, Barcelona",Profesional,1.0,47.0,exterior,Bajo,1.0,,"47 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual"
